dateTime,foods-log-caloriesIn,foods-log-water,activities-calories,activities-caloriesBMR,activities-steps,activities-distance,activities-floors,activities-elevation,activities-minutesSedentary,activities-minutesLightlyActive,activities-minutesFairlyActive,activities-minutesVeryActive,sleep-startTime,sleep-timeInBed,sleep-minutesAsleep,sleep-awakeningsCount,sleep-minutesAwake,sleep-minutesToFallAsleep,sleep-minutesAfterWakeup,sleep-efficiency,body-weight,body-bmi,body-fat
2015-09-22,0,0.0,1778,1778,0,0.0,0,0,1380,0,0,0,21:01,60,60,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-09-23,0,0.0,1778,1778,0,0.0,0,0,1379,0,0,0,13:50,61,61,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-09-24,0,0.0,1778,1778,0,0.0,0,0,1400,0,0,0,20:00,40,40,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-09-25,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-09-26,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-09-27,0,0.0,1778,1778,0,0.0,0,0,1432,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-09-28,0,0.0,1778,1778,0,0.0,0,0,850,0,0,0,23:52,533,533,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-09-29,0,0.0,1778,1778,0,0.0,0,0,1282,0,0,0,08:56,158,158,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-09-30,0,0.0,1778,1778,0,0.0,0,0,1028,0,0,0,08:56,412,412,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-01,0,0.0,1778,1778,0,0.0,0,0,1110,0,0,0,08:56,330,330,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-02,0,0.0,1778,1778,0,0.0,0,0,1043,0,0,0,02:33,397,397,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-03,0,0.0,1778,1778,0,0.0,0,0,1015,0,0,0,02:53,425,425,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-04,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-10-05,0,0.0,1778,1778,0,0.0,0,0,950,0,0,0,00:33,490,490,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-06,0,0.0,1778,1778,0,0.0,0,0,1032,0,0,0,01:20,408,408,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-07,0,0.0,1778,1778,0,0.0,0,0,924,0,0,0,00:34,516,516,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-08,0,0.0,1778,1778,0,0.0,0,0,1059,0,0,0,01:59,381,381,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-09,0,0.0,1778,1778,0,0.0,0,0,975,0,0,0,01:00,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-10,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-10-11,0,0.0,1778,1778,0,0.0,0,0,940,0,0,0,01:33,500,500,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-12,0,0.0,1778,1778,0,0.0,0,0,954,0,0,0,00:45,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-13,0,0.0,1778,1778,0,0.0,0,0,974,0,0,0,01:04,466,466,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-14,0,0.0,1778,1778,0,0.0,0,0,926,0,0,0,00:59,514,514,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-15,0,0.0,1778,1778,0,0.0,0,0,964,0,0,0,00:27,476,476,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-16,0,0.0,1778,1778,0,0.0,0,0,1023,0,0,0,01:43,417,417,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-17,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-10-18,0,0.0,1778,1778,0,0.0,0,0,932,0,0,0,01:12,508,508,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-19,0,0.0,1778,1778,0,0.0,0,0,1018,0,0,0,01:38,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-20,0,0.0,1778,1778,0,0.0,0,0,973,0,0,0,01:08,467,467,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-21,0,0.0,1778,1778,0,0.0,0,0,909,0,0,0,00:48,531,531,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-22,0,0.0,1778,1778,0,0.0,0,0,1026,0,0,0,01:50,414,414,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-23,0,0.0,1778,1778,0,0.0,0,0,982,0,0,0,00:56,458,458,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-24,0,0.0,1778,1778,0,0.0,0,0,1105,0,0,0,03:35,335,335,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-25,0,0.0,1778,1778,0,0.0,0,0,1372,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-10-26,0,0.0,1778,1778,0,0.0,0,0,966,0,0,0,22:52,525,525,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-27,0,0.0,1778,1778,0,0.0,0,0,1000,0,0,0,23:43,455,455,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-28,0,0.0,1778,1778,0,0.0,0,0,949,0,0,0,23:58,493,493,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-29,0,0.0,1778,1778,0,0.0,0,0,1000,0,0,0,00:20,440,440,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-30,0,0.0,1778,1778,0,0.0,0,0,990,0,0,0,00:08,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-31,0,0.0,1778,1778,0,0.0,0,0,1068,0,0,0,02:06,372,372,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-01,0,0.0,1778,1778,0,0.0,0,0,1382,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-02,0,0.0,1778,1778,0,0.0,0,0,971,0,0,0,23:02,527,527,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-03,0,0.0,1778,1778,0,0.0,0,0,959,0,0,0,00:03,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-04,0,0.0,1778,1778,0,0.0,0,0,970,0,0,0,23:44,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-05,0,0.0,1778,1778,0,0.0,0,0,1036,0,0,0,00:40,404,404,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-06,0,0.0,1778,1778,0,0.0,0,0,993,0,0,0,00:01,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-07,0,0.0,1778,1778,0,0.0,0,0,933,0,0,0,00:33,507,507,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-08,0,0.0,1778,1778,0,0.0,0,0,1423,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-09,0,0.0,1778,1778,0,0.0,0,0,973,0,0,0,23:43,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-10,0,0.0,1778,1778,0,0.0,0,0,970,0,0,0,00:11,442,442,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-11,0,0.0,1778,1778,0,0.0,0,0,961,0,0,0,23:32,507,507,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-12,0,0.0,1778,1778,0,0.0,0,0,873,0,0,0,00:54,414,414,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-13,0,0.0,1778,1778,0,0.0,0,0,1064,0,0,0,21:27,529,529,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-14,0,0.0,1778,1778,0,0.0,0,0,1426,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-15,0,0.0,1778,1778,0,0.0,0,0,880,0,0,0,23:46,516,516,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-16,0,0.0,1778,1778,0,0.0,0,0,955,0,0,0,23:02,523,523,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-17,0,0.0,1778,1778,0,0.0,0,0,953,0,0,0,23:40,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-18,0,0.0,1778,1778,0,0.0,0,0,989,0,0,0,23:44,467,467,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-19,0,0.0,1778,1778,0,0.0,0,0,1015,0,0,0,00:48,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-20,0,0.0,1778,1778,0,0.0,0,0,989,0,0,0,23:41,470,470,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-21,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-22,0,0.0,1778,1778,0,0.0,0,0,1401,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-23,0,0.0,1778,1778,0,0.0,0,0,970,0,0,0,23:21,509,509,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-24,0,0.0,1778,1778,0,0.0,0,0,999,0,0,0,00:19,441,441,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-25,0,0.0,1778,1778,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-26,0,0.0,1778,1778,0,0.0,0,0,998,0,0,0,00:15,437,437,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-27,0,0.0,1778,1778,0,0.0,0,0,981,0,0,0,23:55,464,464,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-28,0,0.0,1778,1778,0,0.0,0,0,1438,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-29,0,0.0,1778,1778,0,0.0,0,0,1001,0,0,0,23:58,401,401,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-30,0,0.0,1778,1778,0,0.0,0,0,956,0,0,0,23:20,508,508,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-01,0,0.0,1778,1778,0,0.0,0,0,968,0,0,0,23:44,485,485,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-02,0,0.0,1778,1778,0,0.0,0,0,962,0,0,0,23:57,479,479,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-03,0,0.0,1778,1778,0,0.0,0,0,971,0,0,0,23:58,471,471,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-04,0,0.0,1778,1778,0,0.0,0,0,1025,0,0,0,00:05,415,415,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-05,0,0.0,1778,1778,0,0.0,0,0,1437,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-12-06,0,0.0,1778,1778,0,0.0,0,0,936,0,0,0,23:57,451,451,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-07,0,0.0,1778,1778,0,0.0,0,0,919,0,0,0,23:04,544,544,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-08,0,0.0,1778,1778,0,0.0,0,0,860,0,0,0,23:27,613,613,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-09,0,0.0,1778,1778,0,0.0,0,0,1041,0,0,0,00:31,392,392,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-10,0,0.0,1778,1778,0,0.0,0,0,1026,0,0,0,23:53,421,421,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-11,0,0.0,1778,1778,0,0.0,0,0,1092,0,0,0,00:59,348,348,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-12,0,0.0,1778,1778,0,0.0,0,0,1034,0,0,0,00:47,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-13,0,0.0,1778,1778,0,0.0,0,0,1405,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-12-14,0,0.0,1778,1778,0,0.0,0,0,964,0,0,0,23:25,506,506,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-15,0,0.0,1778,1778,0,0.0,0,0,844,0,0,0,23:55,471,471,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-16,0,0.0,1778,1778,0,0.0,0,0,1001,0,0,0,21:50,569,569,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-17,0,0.0,1778,1778,0,0.0,0,0,995,0,0,0,00:16,445,445,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-18,0,0.0,1778,1778,0,0.0,0,0,1055,0,0,0,00:35,385,385,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-19,0,0.0,1778,1778,0,0.0,0,0,897,0,0,0,00:02,543,543,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-20,0,0.0,1773,1773,0,0.0,0,0,1419,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-12-21,0,0.0,1773,1773,0,0.0,0,0,972,0,0,0,23:39,489,489,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-22,0,0.0,1773,1773,0,0.0,0,0,957,0,0,0,00:03,463,463,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-23,0,0.0,1773,1773,0,0.0,0,0,957,0,0,0,23:40,503,503,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-24,0,0.0,1773,1773,0,0.0,0,0,937,0,0,0,00:45,503,503,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-25,0,0.0,1773,1773,0,0.0,0,0,1002,0,0,0,00:23,438,438,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-26,0,0.0,1773,1773,0,0.0,0,0,979,0,0,0,00:22,413,413,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-27,0,0.0,1773,1773,0,0.0,0,0,911,0,0,0,23:12,577,577,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-28,0,0.0,1773,1773,0,0.0,0,0,993,0,0,0,00:23,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-29,0,0.0,1773,1773,0,0.0,0,0,958,0,0,0,00:29,443,443,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-30,0,0.0,1773,1773,0,0.0,0,0,968,0,0,0,23:21,511,511,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-31,0,0.0,1773,1773,0,0.0,0,0,951,0,0,0,00:24,489,489,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-01,0,0.0,1773,1773,0,0.0,0,0,1427,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-01-02,0,0.0,1773,1773,0,0.0,0,0,1066,0,0,0,23:47,387,387,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-03,0,0.0,1773,1773,0,0.0,0,0,978,0,0,0,00:11,462,462,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-04,0,0.0,1773,1773,0,0.0,0,0,983,0,0,0,00:12,457,457,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-05,0,0.0,1773,1773,0,0.0,0,0,1045,0,0,0,00:22,358,358,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-06,0,0.0,1773,1773,0,0.0,0,0,1010,0,0,0,23:23,449,449,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-07,0,0.0,1773,1773,0,0.0,0,0,952,0,0,0,23:42,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-08,0,0.0,1773,1773,0,0.0,0,0,980,0,0,0,23:40,480,480,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-09,0,0.0,1773,1773,0,0.0,0,0,917,0,0,0,00:12,523,523,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-10,0,0.0,1773,1773,0,0.0,0,0,1404,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-01-11,0,0.0,1773,1773,0,0.0,0,0,972,0,0,0,23:24,504,504,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-12,0,0.0,1773,1773,0,0.0,0,0,919,0,0,0,00:15,453,453,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-13,0,0.0,1773,1773,0,0.0,0,0,987,0,0,0,22:52,521,521,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-14,0,0.0,1773,1773,0,0.0,0,0,991,0,0,0,00:08,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-15,0,0.0,1773,1773,0,0.0,0,0,967,0,0,0,23:58,475,475,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-16,0,0.0,1773,1773,0,0.0,0,0,879,0,0,0,00:34,532,532,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-17,0,0.0,1773,1773,0,0.0,0,0,971,0,0,0,23:31,463,463,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-18,0,0.0,1773,1773,0,0.0,0,0,1036,0,0,0,23:25,439,439,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-19,0,0.0,1773,1773,0,0.0,0,0,967,0,0,0,00:12,444,444,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-20,0,0.0,1773,1773,0,0.0,0,0,956,0,0,0,23:31,513,513,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-21,0,0.0,1773,1773,0,0.0,0,0,987,0,0,0,00:11,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-22,0,0.0,1773,1773,0,0.0,0,0,965,0,0,0,23:54,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-23,0,0.0,1773,1773,0,0.0,0,0,1047,0,0,0,23:44,404,404,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-24,0,0.0,1773,1773,0,0.0,0,0,956,0,0,0,23:55,437,437,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-25,0,0.0,1773,1773,0,0.0,0,0,950,0,0,0,23:08,522,522,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-26,0,0.0,1773,1773,0,0.0,0,0,933,0,0,0,23:40,488,488,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-27,0,0.0,1773,1773,0,0.0,0,0,957,0,0,0,23:21,490,490,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-28,0,0.0,1773,1773,0,0.0,0,0,993,0,0,0,23:28,479,479,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-29,0,0.0,1773,1773,0,0.0,0,0,1429,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-01-30,0,0.0,1773,1773,0,0.0,0,0,951,0,0,0,23:49,500,500,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-31,0,0.0,1773,1773,0,0.0,0,0,1408,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-02-01,0,0.0,1773,1773,0,0.0,0,0,994,0,0,0,23:28,478,478,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-02,0,0.0,1773,1773,0,0.0,0,0,1010,0,0,0,00:36,428,428,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-03,0,0.0,1773,1773,0,0.0,0,0,961,0,0,0,23:58,481,481,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-04,0,0.0,1773,1773,0,0.0,0,0,1033,0,0,0,00:13,407,407,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-05,0,0.0,1773,1773,0,0.0,0,0,1001,0,0,0,00:18,439,439,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-06,0,0.0,1773,1773,0,0.0,0,0,826,0,0,0,00:59,483,483,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-07,0,0.0,1773,1773,0,0.0,0,0,904,0,0,0,21:49,654,654,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-08,0,0.0,1773,1773,0,0.0,0,0,984,0,0,0,23:47,459,459,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-09,0,0.0,1773,1773,0,0.0,0,0,935,0,0,0,23:50,472,472,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-10,0,0.0,1773,1773,0,0.0,0,0,908,0,0,0,23:17,478,478,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-11,0,0.0,1773,1773,0,0.0,0,0,999,0,0,0,22:23,514,514,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-12,0,0.0,1773,1773,0,0.0,0,0,973,0,0,0,23:36,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-13,0,0.0,1773,1773,0,0.0,0,0,901,0,0,0,00:28,539,539,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-14,0,0.0,1773,1773,0,0.0,0,0,1406,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-02-15,0,0.0,1773,1773,0,0.0,0,0,974,0,0,0,23:26,500,500,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-16,0,0.0,1773,1773,0,0.0,0,0,954,0,0,0,00:03,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-17,0,0.0,1773,1773,0,0.0,0,0,1028,0,0,0,23:24,448,448,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-18,0,0.0,1773,1773,0,0.0,0,0,995,0,0,0,00:59,401,401,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-19,0,0.0,1773,1773,0,0.0,0,0,940,0,0,0,23:16,510,510,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-20,0,0.0,1773,1773,0,0.0,0,0,938,0,0,0,23:26,536,536,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-21,0,0.0,1773,1773,0,0.0,0,0,934,0,0,0,00:21,470,470,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-22,0,0.0,1773,1773,0,0.0,0,0,972,0,0,0,23:24,487,487,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-23,0,0.0,1773,1773,0,0.0,0,0,973,0,0,0,23:43,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-24,0,0.0,1773,1773,0,0.0,0,0,1010,0,0,0,00:07,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-25,0,0.0,1773,1773,0,0.0,0,0,1166,0,0,0,23:52,282,282,0,0,0,0,100,75.0,23.671255111694336,18.5
